*_id,title,authorname,rating,voters_count,gender,hometown,books_num,works_count,publisher
24251,Charcoal Joe (Easy Rawlins #14),Walter Mosley,4.05,2236,male,"Los Angeles, California",10,130,Doubleday
24252,The Ungrateful Governess,Mary Balogh,3.64,777,female,"Swansea, Wales",10,165,Signet
24253,"Hunters of Satan's Monsters (Legend of the Rolling Calf, #1)",Horace S. Mallette,5,4,,,3,3,Xlibris
24254,"Undercurrents (Undercurrents, #1)",Traci Hunter Abramson,4.22,2471,female,"Phoenix, Arizona",10,40,
24255,Love Story,Jennifer Echols,3.61,13229,female,,10,25,MTV Books
24256,The Honk and Holler Opening Soon,Billie Letts,3.95,19120,female,"Tulsa, Oklahoma",6,6,Grand Central Publishing
24257,"The Blacksmith's Son (Mageborn, #1)",Michael G. Manning,3.89,11214,male,San Antonio,10,23,
24258,The Labbitt Halsey Protocol,Andrew M. Ryan,3.77,13,male,"Ann Arbor, Michigan",3,3,Gadfly LLC
24259,The Many Coloured Land & The Golden Torc,Julian May,4.44,234,female,"Chicago, Illinois",10,75,
24260,"The Other Countess (The Lacey Chronicles, #1)",Eve Edwards,3.87,3138,female,,6,6,Puffin
24261,Academy 7,Anne Osterlund,3.81,6504,female,,5,5,Speak
24262,"Slave (Finding Anna, #1)",Sherri Hayes,3.85,7680,female,,10,25,The Writer's Coffee Shop Publishing House
24263,Angelbound (Angelbound Origins #1),Christina Bauer,4,7126,,,,,
24264,Cinderella Skeleton,Robert D. San Souci,4,1558,male,"San Francisco, California",10,84,HMH Books for Young Readers
24265,"Curse of the Spellmans (The Spellmans, #2)",Lisa Lutz,4.07,16471,female,,10,14,
24266,"Sucks to Be Me: The All-True Confessions of Mina Hamilton, Teen Vampire (maybe) (Sucks to Be Me, #1)",Kimberly Pauley,3.73,6472,female,"San Mateo, CA",4,4,Mirrorstone
24267,"The Magician King (The Magicians, #2)",Lev Grossman,3.92,82147,male,"Lexington, MA",10,42,William Heinemann
24268,"Obsidio (The Illuminae Files, #3)",Amie Kaufman,4.54,29495,female,Melbourne,10,25,Knopf Books for Young Readers
24269,Endless Night (Dylan Hart #2),R.M. Gilmore,4.33,106,female,Selma,10,20,Mac Gille Mhur Publishing
24270,The Guardian Angel (The Guardians of Nine Heavens 1),Tamuna Tsertsvadze,5,5,female,Tbilisi,10,36,
24271,The Devil's Bed,William Kent Krueger,3.98,2129,male,"Torrington, Wyoming",10,62,
24272,"Coyote (Coyote Trilogy, #1)",Allen M. Steele,3.85,3297,male,"Nashville, Tennessee",10,203,Ace
24273,Iris Investigates: Beastly Goings On In Pelican Wharf,David Jacks,4.97,30,male,,10,18,Wolf-Hawk Writing
24274,"About That Night (FBI/US Attorney, #3)",Julie James,4.05,21872,female,Chicago,10,10,Berkley Sensation
24275,Blood Type,Julie Kent,4.86,7,,,10,10,Saltwater Media
24276,Revolution (The Chronicles of Mharc #1),T.L.   McDonald,4.25,4,,Cheyenne,5,5,
24277,The Haunting of Blackwood House,Darcy Coates,3.87,3633,female,,10,47,Black Owl Books
24278,"A Better World (Brilliance Saga, #2)",Marcus Sakey,4.16,16513,male,Flint,10,29,
24279,"The Girl (The Sanctum, #1)",Madhuri Pavamani,4.21,156,female,Vancouver,10,10,Lucy Publishing
24280,"The Errant King (Dark Sea Annals, #2)",Wayne Thomas Batson,4.48,320,male,,10,38,Living Ink Books
24281,"Tris's Book (Circle of Magic, #2)",Tamora Pierce,4.09,29297,female,"South Connellsville, Pennsylvania",10,84,Scholastic
24282,"Let the Sky Fall (Sky Fall, #1)",Shannon Messenger,3.92,10828,female,Southern California,10,18,Simon Pulse
24283,"Maximum Security (Cherub, #3)",Robert Muchamore,4.26,18916,male,North London,10,78,Hodder Children's Books
24284,"Blood Trouble (God Wars, #2)",Connie Suttle,4.26,694,female,,10,71,
24285,"The Short Second Life of Bree Tanner (Twilight, #3.5)",Stephenie Meyer,3.5,172967,female,Connecticut,10,70,"Little, Brown and Company"
24286,The Shadow Society  (The Shadow Society #1),Marie Rutkoski,3.85,4092,female,"Hinsdale, Illinois",10,22,"Farrar, Straus and Giroux"
24287,What Makes Sammy Run?,Budd Schulberg,4.07,1929,male,"New York, New York",10,50,Random House
24288,Someone Knows My Name,Lawrence Hill,4.46,69143,male,Ontario,10,18,W.W. Norton & Company
24289,Fire Pony,Rodman Philbrick,3.57,290,male,,10,57,Scholastic Paperbacks
24290,Honest Illusions / Private Scandals / Hidden Riches,Nora Roberts,4.32,393,female,"Silver Spring, Maryland",10,846,Putnam Adult
24291,Watch over Me,Tara Sivec,4.02,4081,female,,10,52,
24292,The Thorn and the Blossom,Theodora Goss,3.25,1306,female,,10,111,
24293,"Wolf by Wolf (Wolf by Wolf, #1)",Ryan Graudin,4.26,15921,,Charleston,10,14,"Little, Brown Books for Young Readers"
24294,Ringolevio: A Life Played for Keeps,Emmett Grogan,4.16,391,male,,6,6,Citadel Press
24295,The Girl in the Haystack,Bryon MacWilliams,4.83,6,male,,2,2,Serving House Books
24296,Illuminating Gracie,Lisa C. Temple,4.07,90,female,Montgomery,2,2,Createspace Independent Publishing Platform
24297,S.Y.P.H.E.N.,Cortez Law III,3.54,13,male,"Washington, D.C.",8,8,Metro Black & Blue Books
24298,Green Lake,S.K. Epperson,3.84,6879,,,10,49,
24299,The Pit and the Pendulum,Edgar Allan Poe,4.16,56132,male,"Boston, Massachusetts",10,3454,Penguin
24300,"Legon Awakening (Legon, #1)",Nicholas Taylor,3.73,1388,male,Denver,10,26,Createspace
24301,Old Man in Window,Martin  Hopkins,3.33,3,male,Blackburn,3,3,Ether Books
24302,"The Lost Symbol (Robert Langdon, #3)",Dan Brown,3.7,493033,male,"Exeter, New Hampshire",10,104,Doubleday
24303,The Fifth Day,Bernard Cookson,3.33,33,male,,2,2,Vanguard Press
24304,Amy's Eyes,Richard Kennedy,4.33,432,male,Jefferson City,10,98,Harper Trophy Press
24305,"Wildwood Imperium (Wildwood Chronicles, #3)",Colin Meloy,4.02,3569,,"Helena, Montana",10,21,Balzer + Bray
24306,Dead Girls Don't Lie,Jennifer Shaw Wolf,3.99,3713,female,"Rexburg, Idaho",2,2,Walker Childrens
24307,Travelers (Forest of the Mist #1),Carly Jordynn,4.38,21,female,Covington,8,8,Soul Mate Publishing
24308,"Nil on Fire (Nil, #3)",Lynne Matson,3.9,813,female,,4,4,Henry Holt and Co.
24309,Shelter,Frances Greenslade,3.72,1870,female,St. Catharines Ontario,7,7,Random House Canada
24310,Die Red Bull Story: Der unglaubliche Erfolg des Dietrich Mateschitz,Wolfgang Fürweger,3.25,40,male,,10,11,Ueberreuter
24311,"Trigger (Devil's Reach, #1)",J.L. Drake,4.39,3601,female,Halifax,10,26,
24312,The Name of the Game Was Murder,Joan Lowery Nixon,3.84,1179,female,,10,155,Laurel Leaf
24313,يوتوبيا,أحمد خالد توفيق,3.92,42279,male,Tanta,10,513,دار ميريت
24314,A Heart for Any Fate,Linda Crew,4.07,194,,"Corvallis, OR",10,11,Ooligan Press
24315,Dinner Party For Eight,Paul     Stevens,4,2,male,,1,1,Amazon
24316,"The Shelters of Stone (Earth's Children, #5)",Jean M. Auel,3.82,40451,female,"Chicago, Illinois",10,33,Bantam
24317,Hay un Zombi en mi Sopa,Dan Guajars,2.5,12,male,Santiago,10,20,GuajaRs
24318,The Cross Of Santiago,Evie Gaughan,3.95,498,,,5,5,Evie Gaughan
24319,"The Undelightened (The Undelightened, #1)",Bentz Deyo,3.78,139,male,,3,3,"Third Floor Publishing, LLC"
24320,"Temptation (Temptation, #1)",Karen Ann Hopkins,3.76,1665,female,"Rochester, New York",10,15,Harlequin Teen
24321,A Woman's Needs,Peter Churchill,4,1,,,10,35,Createspace
24322,Sean Yeager and the DNA Thief,D.M. Jarrett,4.32,31,male,,7,7,Aenathen Omega
24323,Mists of the Blue Ridge,Tecla Emerson,4.33,6,,Lexington,9,9,Smashwords Edition
24324,To Be Sung Underwater,Tom McNeal,3.8,5094,male,,10,12,
24325,Livian,Michelle Anderson Picarella,4.38,37,female,,6,6,Burst Books
24326,"Broken Souls (Primani, #4)",Laurie Olerich,4.52,99,,,10,15,Laurie Olerich
24327,Poison,Chris Wooding,3.99,5730,male,"Leicester, England",10,44,
24328,"Sunburn (Fear Street, #19)",R.L. Stine,3.75,2975,,"Columbus, Ohio",10,1061,Simon Pulse
24329,The Girl in a Swing,Richard  Adams,3.52,1768,male,"Newbury, Berkshire, England",10,49,Penguin Books
24330,Skinwalker,Nunzio DeFilippis,3.65,46,,New York,10,140,Oni Press
24331,Archangel,Michael Vorhis,3.88,41,male,"Cincinnati, Ohio",4,4,
24332,Why She Left Us,David Dennis,4.05,158,,,10,13,Createspace
24333,"The Tenth City (The Land of Elyon, #3)",Patrick Carman,3.98,8831,male,"Salem, Oregon",10,66,Orchard Books
24334,Murder in County Tyrone,Padraig O'Hannon,4.21,199,,,9,9,Amazon
24335,"Book of Daniel (The Endërland Chronicles, # 1)",Ed Marishta,4.6,10,male,,2,2,
24336,"The Chalice (Joanna Stafford, #2)",Nancy Bilyeau,3.86,1677,female,"Chicago, Illinois",9,9,Gallery Books
24337,"Wolf at the Window (Animal Ark Hauntings, #7)",Ben M. Baglio,3.91,340,male,New York,10,157,Scholastic Inc.
24338,"Carter Reed (Carter Reed, #1)",Tijan,4.03,31628,female,,10,89,
24339,Barriers of the New World,Barbara Rayne,3.76,42,female,,7,7,CreateSpace
24340,"Mind Game (GhostWalkers, #2)",Christine Feehan,4.25,12748,female,,10,132,Berkley Books
24341,"War Storm (Red Queen, #4)",Victoria Aveyard,3.88,56675,female,,10,19,HarperTeen
24342,"You and No Other (Graysons of New Mexico, #2)",Francis Ray,4.45,776,female,"Richland, TX",10,74,St. Martin's Paperbacks
24343,"Glow (Sky Chasers, #1)",Amy Kathleen Ryan,3.52,12998,female,,9,9,St. Martin's Griffin
24344,"Strange Angels and Betrayals (Strange Angels, #1-2)",Lili St. Crow,4.23,658,female,,10,15,Razorbill
24345,Pachinko,Min Jin Lee,4.26,160182,female,Seoul,8,8,Grand Central Publishing
24346,Rescue Me,Toni Leland,4.03,68,female,Chicago,10,35,Equine Graphics Publishing Group
24347,State of the Union,Douglas Kennedy,3.78,2385,male,Manhattan,10,77,Arrow
24348,"Walk on Earth a Stranger  (The Gold Seer Trilogy, #1)",Rae Carson,3.94,15176,female,,10,23,Greenwillow Books
24349,The Gemstone,Sarena Nanua,3.78,37,female,,6,6,iUniverse
24350,"Out of the Box Awakening (Out of the Box, #1)",Jennifer Theriot,3.86,711,female,Chicago,10,21,Jennifer Theriot
24351,"Slightly Dangerous (Bedwyn Saga, #6)",Mary Balogh,4.21,15623,female,"Swansea, Wales",10,165,Dell
24352,The Key,Marianne Curley,4.16,5127,female,"Windsor, New South Wales",9,9,Bloomsbury USA Childrens
24353,Walk two moons by Sharon Creech: Student packet (Novel units) (Novel units),"Novel Units, Inc.",4.23,13,,,10,987,Novel Units
24354,"PODs (PODs, #1)",Michelle K. Pickett,3.58,1460,female,"Flint, Michigan",10,10,Spencer Hill Press
24355,The Time of Jacob's Trouble Trilogy,Chris Hambleton,4.69,16,male,,10,39,CreateSpace
24356,The Red Tent,Anita Diamant,4.17,499535,female,New York City,10,21,St. Martin's Press
24357,"Never Never: Part Two (Never Never, #2)",Colleen Hoover,4.07,43996,female,,10,59,
24358,The Widower's Wife,Prudence Bice,3.78,756,female,,2,2,Bonneville
24359,The Late Bloomer,Mark Falkin,3.79,33,,,3,3,
24360,"The Risk (Mindf*ck, #1)",S.T. Abby,4.55,4566,,,8,8,
24361,Gauntlet Rite of Ascension,Marcus Abshire,3.92,13,,,8,8,
24362,The Books of Magic,Neil Gaiman,4.08,15140,male,,10,1285,Vertigo
24363,Indian Captive: The Story of Mary Jemison,Lois Lenski,3.84,8848,female,"Springfield, Ohio",10,116,HarperCollins
24364,Undone,Cat Clarke,4.14,3115,female,,10,11,Quercus
24365,A Woman's Choice,Annie   Thomas,3.91,23,,,1,1,Amazon Digital Services
24366,Dark Aemilia: A Novel of Shakespeare's Dark Lady,Sally O'Reilly,3.25,619,,,10,12,Picador
24367,"Shadows (Ashes Trilogy, #2)",Ilsa J. Bick,3.79,9934,female,,10,59,EgmontUSA
24368,"Born of Shadows (The League, #4)",Sherrilyn Kenyon,4.37,12795,,Ft. Benning,10,195,Grand Central Publishing
24369,Grey Fox (Day by Day Armageddon #4.5),J.L. Bourne,4.03,854,,Arkansas,10,15,Permuted Press
24370,"Little White Lies (Mimics of Rune, #1)",Aimee Laine,3.53,163,female,,6,6,J. Taylor Publishing
24371,Sixteenth Summer (Sixteenth Summer #1),Michelle Dalton,3.88,9211,,,10,11,Simon Pulse
24372,"Intertwined (Intertwined, #1)",Gena Showalter,3.87,18186,female,Florida,10,202,Harlequin Teen
24373,Fire & Ice: The Elementals,Erin Forbes,4.39,105,,,3,3,Createspace Independent Publishing Platform
24374,"Starting Now (Blossom Street, #9)",Debbie Macomber,3.98,10134,female,"Yakima, Washington",10,577,Ballantine Books
24375,"S is for Silence (Kinsey Millhone, #19)",Sue Grafton,3.93,23432,female,"Louisville, Kentucky",10,96,Berkley
24376,Surreal Ecstasy,Chrissy Moon,5,8,female,"La Mirada, California",10,12,Ring of Fire Publishing
24377,Confessions of a Teenage Band Geek,Courtney Brandt,3.63,76,female,Indianapolis,10,12,
24378,"1Q84 (1Q84, #1)",Haruki Murakami,4,45919,male,Kyoto,10,402,Shinchosha/Tsai Fong Books
24379,Taking Chances,Loni Flowers,3.73,216,female,North Carolina,5,5,
24380,"Revelations (Thera's Eyes, #1)",Léia Kiuski,4.14,14,,Brasília,2,2,Léia Kiuski
24381,The Rose Garden,Susanna Kearsley,4.03,27303,female,"Brantford, Ontario",10,19,Allison & Busby
24382,Love You To Death,Rita Ames,4.43,14,female,,10,10,
24383,"The Case of the Peculiar Pink Fan (Enola Holmes, #4)",Nancy Springer,4.12,3314,female,"Montclair, New Jersey",10,149,Philomel Penguin Young Readers
24384,Resurrect,Kane Gilmour,4.1,111,,,10,26,
24385,"The Secret (Irin Chronicles, #3)",Elizabeth   Hunter,4.29,4919,female,,10,51,E. Hunter
24386,The Chocolate Run: AND The Cupid Effect,Dorothy Koomson,4.02,442,female,,10,32,"Little, Brown Book Group"
24387,"Beneath a Harvest Sky (Desert Roses, #3)",Tracie Peterson,3.99,845,female,,10,179,
24388,The Legend of Burroughs' Rangers,J.A. Bland,3.81,16,male,Oceanside,1,1,
24389,"The Deepest Cut (MacKinnon Curse, #1)",J.A. Templeton,3.99,7326,female,,10,17,Julia Templeton
24390,Third Eye P.I. (Third Eye P.I. #1),Ravenna Young,3.84,61,,,10,10,
24391,The Drake House,Kelly Moran,4.03,179,female,,10,29,
24392,The Journey of Elizabeth Ann Rose (Seasons of Love and War Saga Book 3),Brenda Ashworth Barry,4.53,17,female,,9,9,
24393,Siege,Brian Michael Bendis,3.8,3698,male,"Cleveland, Ohio",10,2419,Marvel
24394,"Tender Rebel (Malory-Anderson Family, #2)",Johanna Lindsey,4.13,13949,female,,10,97,Avon
24395,"Bundori (Sano Ichiro, #2)",Laura Joh Rowland,3.88,1925,,,10,29,HarperTorch
24396,"Out of the Box Regifted (Out of the Box, #2)",Jennifer Theriot,4.39,395,female,Chicago,10,21,
24397,The Lost City of the Monkey God: A True Story,Douglas Preston,3.9,35564,male,"Cambridge, Massachusetts",10,102,Grand Central Publishing
24398,"Fatal Infatuation (Almost Human, The First Trilogy, #1)",Melanie Nowak,3.89,292,female,,10,29,
24399,Under the Shadow of Hope,Widad Akreyi,4.25,8,female,,10,22,Ashtee & Tara
24400,"Father's Sun (Northwomen Sagas, #4)",Susan Fanetti,4.45,139,female,"Saint Louis, Missouri",10,54,
24401,"Paint It All Red (Mindf*ck, #5)",S.T. Abby,4.71,3757,,,8,8,
24402,Disconnect,Lois Peterson,3.69,68,female,"Eastbourne, Sussex",8,8,Orca Book Publishers
24403,"Oblivion (The Witches of Santa Anna, #13)",Lauren Barnholdt,3.68,264,female,,10,64,
24404,Bone Wires,Michael Shean,3.75,238,male,,6,6,Curiosity Quills Press
24405,The Returned,Jason Mott,3.3,14333,male,,10,15,Harlequin MIRA
24406,"Oppression (Children of the Gods, #1)",Jessica Therrien,3.62,1874,female,,9,9,ZOVA BOOKS
24407,The Overman Culture,Edmund Cooper,3.82,250,male,"Marple, Cheshire",10,54,Berkley Medallion
24408,Griefed,Christa Charter,4.44,113,female,,10,10,
24409,Something Like Fate,Susane Colasanti,3.71,19033,female,New Jersey,10,13,Viking Juvenile
24410,Rising the Beast (Volume Three: Revelations),M.A. Levi,4.83,6,female,,6,6,
24411,The Unspeakable,Peter Anderson,4.26,19,male,,10,161,C&r Press
24412,"Firedragon Rising (Flynn Nightsider, #0.75)",Mary Fan,4.36,11,female,"Oakland, CA",10,29,Glass House Press
24413,"Der Ring des Sarazenen (Die Templerin, #2)",Wolfgang Hohlbein,3.83,291,male,Weimar,10,621,Heyne
24414,An Unofficial Rose,Iris Murdoch,3.76,717,female,Dublin,10,79,Vintage Classics
24415,"Night School (Night School, #1)",C.J. Daugherty,4.03,16125,female,,10,19,Atom
24416,"Harbinger (Fate's Forsaken, #1)",Shae Ford,4,2406,female,"Ft. Worth, TX",10,10,
24417,Love Is Never Past Tense...,Janna Yeshanova,4.1,155,female,,5,5,"Life-Spark, LLC"
24418,"Escape (Fearless, #26)",Francine Pascal,3.99,434,female,"New York, New York",10,802,Simon Pulse
24419,"Beyond the Blue Moon (Hawk and Fisher, #7)",Simon R. Green,4.12,1798,male,"Bradford on Avon, Wiltshire, England",10,196,Roc
24420,"Burning Alive (Sentinel Wars, #1)",Shannon K. Butcher,3.83,5370,female,,10,28,NAL
24421,Once,Morris Gleitzman,4.23,16971,male,"Sleaford, Lincolnshire, England",10,83,Puffin Books
24422,Varangian (Varangian #1),Stuart G.  Yates,3.62,68,male,Wallasey,10,21,Rebel Epublishers
24423,Story of the Eye,Georges Bataille,3.65,15375,male,"Billon, Puy-de-Dôme",10,198,City Lights Publishers
24424,"Silence Breaking (Storm and Silence, #4)",Robert Thier,4.61,3699,male,,10,21,
24425,Για πάντα,Judith Gould,3.61,145,,,10,33,Bell
24426,"Falling Immortality (Casey Holden, Private Investigator #1)",Robert Downs,3.19,70,male,"Fairmont, WV",8,8,"Rainbow Books, Inc."
24427,The Dust of 100 Dogs,A.S. King,3.62,3082,,Pennsylvania,10,20,Flux
24428,"Catalyst (Control, #2)",Lydia Kang,3.91,895,female,,10,13,Kathy Dawson Books (Penguin)
24429,"Human.4 (Point 4, #1)",Mike A. Lancaster,3.59,5743,male,Huntingdon,5,5,EgmontUSA
24430,Carousel Tides (Carousel Tides Series Book 1),Sharon Lee,3.91,1015,female,"Baltimore, Maryland",10,136,
24431,"The Alibi Man (Elena Estes, #2)",Tami Hoag,3.83,7882,female,"Cresco, Iowa",10,62,Bantam Books
24432,Greystone Valley,Charlie Brooks,3.97,33,,,10,13,Grey Gecko Press
24433,Magnolia (Magical Romance #2),Pet Torres,4.5,4,female,,10,272,
24434,"Plague (Captain Coke, #1)",C.C. Humphreys,3.63,663,,Toronto,10,18,
24435,"Tales of the Otherworld (Otherworld Stories, #2)",Kelley Armstrong,4.24,10266,female,,10,236,Bantam
24436,"Take Me Home (Glen Avich, #2)",Daniela Sacerdoti,3.8,2429,female,Naples,10,23,Black & White Publishing
24437,The Door in the Sky,Sandy Klein Bernstein,4.42,62,female,,1,1,Dog Ear Publishing
24438,Herland,Charlotte Perkins Gilman,3.5,13842,female,"Hartford, Connecticut",10,324,Pantheon
24439,Sir Knight Rain,Dionne L. Fields,5,3,female,"Atlanta,Georgia",10,114,Createspace Independent Publishing Platform
24440,"Down to You (The Bad Boys, #1)",Michelle Leighton,4.04,65263,female,,10,53,Smashwords
24441,"Recreated (Reawakened, #2)",Colleen Houck,3.75,2946,female,"Tucson, AZ",10,17,Delacorte Press
24442,Διόδια,Vangelis Raptopoulos,3.4,42,male,Athens,10,26,Κέδρος
24443,Revenge Grows Harsh,Graham Heywood,4.4,5,male,Manchester,3,3,Trafford
24444,Yuma Gold,Steven Law,4.31,45,male,"Unionville, Missouri",10,18,Berkley
24445,A Tiny Bit Marvellous,Dawn French,3.23,8539,female,"Holyhead, Wales",10,30,Michael Joseph
24446,"Time's Edge (The Chronos Files, #2)",Rysa Walker,4.06,10342,female,,10,39,
24447,The Fifth Heart,Dan Simmons,3.45,2975,male,"Peoria, Illinois",10,183,"Little, Brown and Company"
24448,Through the Eyes of the Beast,David Stricklen,4.38,8,male,,5,5,Beachhead
24449,"RASL, Vol. 4: The Lost Journals of Nikola Tesla (RASL, #4)",Jeff Smith,3.83,502,male,"McKees Rocks, Pennsylvania",10,184,Cartoon Books
24450,"Compel (Rae Wilder, #2)",Penelope Fletcher,4.06,1944,female,London,10,24,
24451,"Embers (Anya Kalinczyk, #1)",Laura Bickle,3.52,1640,female,,10,21,Pocket
24452,"To Wed a Scandalous Spy (Royal Four, #1)",Celeste Bradley,4.02,2296,female,,10,34,St. Martin's Paperbacks
24453,"Truth Will Prevail (The Work and the Glory, #3)",Gerald N. Lund,4.31,11096,,,10,56,Bookcraft
24454,The Loop,Nicholas Evans,3.91,10646,male,"Worcestershire, England",10,37,
24455,Into The Fire (The Replacement Guitarist #3),Lori Toland,4.03,77,female,,10,19,
24456,"Madly (Madly, #1)",Michelle Leighton,3.77,2796,female,,10,53,
24457,The Summer I Learned to Dive,Shannon McCrimmon,3.7,1238,female,,9,9,Shannon McCrimmon
24458,"Theodosia and the Eyes of Horus (Theodosia Throckmorton, #3)",R.L. LaFevers,4.12,2848,,,10,15,HMH Books for Young Readers
24459,3vil,Mike  Miller,4.36,14,male,Los Angeles,10,22,Createspace Independent Publishing Platform
24460,"The Taker (The Taker, #1)",Alma Katsu,3.67,6992,female,,10,13,Simon & Schuster
24461,"The Game Changer: The Final Score (The Game Changer, #2)",L.M. Trio,4.26,3143,female,Philadelphia,3,3,
24462,The Vampire Knitting Club (Vampire Knitting Club #1),Nancy Warren,4.02,2346,female,,10,226,
24463,Crimson Savior (Hell's Guardian Chronicles #1),Bria Lexor,5,5,female,,10,13,"Foundations, LLC"
24464,"Masquerade (Turning Vampire Series, #3)",Xao Thao,5,2,,,5,5,
24465,"Conspiracy (Giordano Bruno, #5)",S.J. Parris,4.15,1637,,,10,12,
24466,Shadows In The Jungle: The Alamo Scouts Behind Japanese Lines In World War II,Larry Alexander,4,412,male,,10,50,
24467,Flanagan's Run,Tom McNab,4.21,485,,,10,22,
24468,Finding Christmasville,Michael  Dutton,4.25,8,male,"Atlantic City, New Jersey",2,2,Linden Park Publishers Ltd
24469,"The Killing Tide (Coastal Guardians, #1)",Dani Pettrey,4.16,959,female,,10,16,Bethany House Publishers
24470,"Accepted Fate (Fate, #1)",Charisse Spiers,4.09,632,female,Hattiesburg,10,56,Charisse Spiers books
24471,Just Say No!,Omar Tyree,3.94,1362,,,10,81,Simon  Schuster
24472,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Erik Larson,3.84,149301,male,"Brooklyn, New York",10,10,Crown
24473,Beyond the Mask,Mark           Phillips,3.97,37,male,Clawson,10,10,
24474,Better Run,Kat Miller Panos,4.11,19,female,,1,1,
24475,Home Fires,Luanne Rice,4.01,2439,female,Connecticut,10,66,Bantam
24476,"Emergent (Annex, #2)",Rachel Cohn,3.38,692,female,"Silver Spring, MD",10,27,"Little, Brown Books for Young Readers"
24477,Bargain Paradise,Darlene Blasing,4.89,9,female,"Muskegon, Michigan",2,2,Argon Press
24478,"Flirting With Danger (Samantha Jellicoe, #1)",Suzanne Enoch,3.93,3940,female,,10,69,Avon
24479,"Out of Breath (Breathing, #3)",Rebecca    Donovan,4.31,45464,female,,10,14,Skyscape
24480,Holding Up the Universe,Jennifer Niven,3.89,55535,female,,10,15,Alfred A. Knopf Books for Young Readers
24481,"Crimson Shadows (Crimson, #3)",Trisha Baker,3.78,489,female,,6,6,Pinnacle Books
24482,"Wander (The Witch Wars Saga, #2)",Ashley Girardi,3.76,25,female,,3,3,
24483,"The Gathering (The New Heroes/Quantum Prophecy, #2)",Michael          Carroll,4.2,2304,,,10,92,Philomel
24484,"The Sting of The Scorpio (The Scorpio Series, #2)",Monique Domovitch,4.12,64,female,"Hearst Ontario, a tiny town nobody ever heard of.",5,5,
24485,Duma Key,Stephen King,3.95,95911,male,"Portland, Maine",10,1635,Scribner Book Company
24486,No Easy Way,S.R. Claridge,3.73,15,female,,10,12,Global Publishing Group LLC
24487,"Awakening (Chasing Yesterday, #1)",Robin Wasserman,3.95,2579,female,,10,104,Scholastic Paperbacks
24488,"Ruining Me (Ruining, #1)",Nicole Reed,4.04,13947,female,,8,8,
24489,Jennie Wade: A Girl from Gettysburg,Tecla Emerson,4.54,13,,Lexington,9,9,Createspace Independent Publishing Platform
24490,"In Sunlight, in a Beautiful Garden",Kathleen Cambor,3.66,750,,,2,2,Harper Perennial
24491,"Knookerdoodles - The Adventure Begins (Knookerdoodles, #1)",Laura  Henderson,4.2,5,female,,2,2,1105 West House
24492,"The Luxe (Luxe, #1)",Anna Godbersen,3.63,65967,female,"Berkeley, California",10,14,HarperCollins
24493,Heather,A.J. Sendall,3.89,19,male,Norwich,10,11,Smashwords Edition
24494,Fear: A Novel of World War I,Gabriel Chevallier,4.18,907,male,Lyon,10,12,NYRB Classics
24495,"Then Everything Changed: Stunning Alternate Histories of American Politics: JFK, RFK, Carter, Ford, Reagan",Jeff Greenfield,3.59,784,,,10,18,G.P. Putnam's Sons
24496,"In the After (In the After, #1)",Demitria Lunetta,4.05,11658,female,,10,16,HarperTeen
24497,Ghosts of the Past,C. Craig R. McNeil,4,13,male,,10,11,
24498,"The Victims of Nimbo (Seven Sleepers: The Lost Chronicles, #6)",Gilbert L. Morris,3.75,105,,,10,20,Moody Publishers
24499,The Word for World is Forest,Ursula K. Le Guin,3.97,14526,female,"Berkeley, California",10,692,Tor
24500,Crashing Eden,Michael B. Sussman,3.64,55,male,"Evanston, Illinois",6,6,Solstice Publishing
24501,Emergence (Dark Tide #1),Dayne Edmondson,3.91,426,male,Port Huron,10,50,
24502,Jennifer's Garden,Dianne Venetta,3.51,816,female,,10,20,Bloominthyme Press
24503,"Thus Was Adonis Murdered (Hilary Tamar, #1)",Sarah Caudwell,4.01,3241,,Cheltenham,10,11,Dell
24504,Dreamcatcher,Ann Curtin,4.5,10,female,Baltimore,1,1,
24505,"Population (Population, #1)",Elizabeth  Stephens,4.15,337,female,"Baltimore, MD",5,5,
24506,Lady Cottington's Fairy Album,Brian Froud,3.98,3171,male,,10,62,Harry N. Abrams
24507,Mr. Confidence,Rahiem Brooks,3.54,13,male,"Philadelphia, PA",10,31,Prodigy Gold Books
24508,Squeeze,Nonso John,4.33,3,male,Abuja,1,1,Smashwords.com
24509,"Spellbound (Grimnoir Chronicles, #2)",Larry Correia,4.28,9868,male,"El Nido, California",10,77,Baen
24510,The Boy Who Could See Demons,Carolyn Jess-Cooke,3.87,4034,female,Belfast,10,17,Piatkus/Little Brown
24511,River's End,Nora Roberts,3.98,17651,female,"Silver Spring, Maryland",10,846,Jove
24512,"Foxglove Summer (Peter Grant, #5)",Ben Aaronovitch,4.2,27245,male,London,10,101,Gollancz
24513,Catherine and Amber: A Small Town Chronicle,Janet Choplick,4.67,3,female,"Greensburg, Indiana",7,7,America Star Books
24514,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",Margaret Weis,4.13,42064,female,"Independence, Missouri",10,350,Devil's Due Publishing
24515,The Water That Binds,Scott Weaver,5,6,male,,6,6,
24516,90 Miles to Freedom,K.C. Hilton,3.43,337,female,,6,6,
24517,"Princess in the Spotlight (The Princess Diaries, #2)",Meg Cabot,3.69,51080,female,"Bloomington, Indiana",10,156,HarperTeen
