*_id,title,authorname,rating,voters_count,gender,hometown,books_num,works_count,publisher
4272,Muhammad: His Life Based on the Earliest Sources,Martin Lings,4.56,9272,,"Burnage, Manchester",10,34,Inner Traditions
4273,Carnival of Souls,Melissa Marr,3.67,7906,female,,10,71,HarperCollins
4274,Survivor's Guilt: The Secret Service and the Failure to Protect President Kennedy,Vincent Michael Palamara,4.25,106,,,2,2,Trine Day
4275,Flip Flop Flamenco,Mark Shearman,4.82,17,male,Nottingham,10,11,ShearArt
4276,"The Warlord Wants Forever (Immortals After Dark, #0.5)",Kresley Cole,4.07,51667,,,10,64,Simon & Schuster
4277,The Vicious Deep (The Vicious Deep #1),Zoraida Córdova,3.69,3211,female,,10,20,Sourcebooks Fire
4278,Between Shades of Gray,Ruta Sepetys,4.37,149081,female,"Detroit, MI",6,6,Philomel Books
4279,"Nor Gold (The Pirate Captain The Chronicles of a Legend, #2)",Kerry Lynne,4.37,163,female,,4,4,By The Board Publishing
4280,The Little Dragons,Rowan Starsmith,3.71,325,,,1,1,
4281,"Cracked (Soul Eaters, #1)",Eliza Crewe,3.92,6131,female,,4,4,Strange Chemistry
4282,"Riven (The Lost Imperials, #3)",Sherry D. Ficklin,4.14,36,female,,10,39,Clean Teen Publishing
4283,Second Star To The Right,Mary Alice Kruesi,3.84,1827,,,2,2,Mary Alice Monroe
4284,Nobody´s Children,Hana Hindráková,3.9,20,,Trutnov,7,7,Lulu
4285,"Midnight Crossroad (Midnight, Texas, #1)",Charlaine Harris,3.7,28905,,"Tunica, Mississippi",10,171,Ace Hardcover
4286,Engraved,Amber Garza,4.2,45,female,,10,50,
4287,Property Of,Alice Hoffman,3.48,1956,,"New York, New York",10,82,Vintage
4288,"The Valley of Horses (Earth's Children, #2)",Jean M. Auel,4,70888,female,"Chicago, Illinois",10,33,Bantam
4289,Pieces of a Rainbow,Maria Savva,3.96,48,female,London,10,31,Rose And Freedom Books
4290,"The Perseid Collapse (The Perseid Collapse, #1)",Steven Konkoly,4,3111,male,,10,48,Stribling Media
4291,"Odd Thomas (Odd Thomas, #1)",Dean Koontz,3.97,238380,,"Everett, Pennsylvania",10,466,Bantam
4292,Bringing Adam Home: The Abduction That Changed America,Les Standiford,3.9,4176,,,10,31,Ecco
4293,"Faith and Moonlight (An Echo of the Ascended, #4)",Mark Gelineau,3.86,98,male,"San Jose, CA",10,12,Gelineau & King
4294,Green Eyed Monster,Gill McKnight,3.52,362,female,,10,22,Bold Strokes Books
4295,"Zoe & Zak and the Ghost Leopard (Zoe & Zak Adventures, #1)",Lars Guignard,4.08,198,male,,7,7,Fantastic Press
4296,The Vivero Letter,Desmond Bagley,3.77,650,male,Southampton,10,52,House of Stratus
4297,Distant Waves,Suzanne Weyn,3.74,5414,female,"Flushing, New York",10,174,Scholastic Press
4298,The All Souls Trilogy Boxed Set,Deborah Harkness,4.52,3759,female,,10,34,Penguin Books
4299,The Pull of Destiny,Hotcheri,4.03,175,female,,2,2,
4300,"Spell Bound (Women of the Otherworld, #12)",Kelley Armstrong,4.22,13881,female,,10,236,Orbit
4301,Power Stones: The Specter's Scrolls (Power Stones Series Book #4),B.S. Barker,4.83,12,male,,6,6,BB Books
4302,The Captain,Ryan M. Shelton,4.5,4,,,2,2,Martin Sisters Publishing
4303,"Elixir (Elixir, #1)",Hilary Duff,3.53,12666,female,"Houston, Texas",10,19,Simon  Schuster Books for Young Readers
4304,The Heretic Queen,Michelle Moran,4.22,20886,female,San Fernando Valley,10,10,
4305,"New Kids on the Rock (Small World Global Protection Agency, #1)",Mark  Miller,4.44,48,male,,10,65,Trestle Press
4306,Bill of Human Wrongs,C. Michaels,4.42,62,female,Olympia,4,4,Amazon
4307,"The Lost Continent (Wings of Fire, #11)",Tui T. Sutherland,4.64,4217,female,Caracas,10,70,
4308,Black Alice,Thom Demijohn,3.79,177,,,1,1,"Doubleday & Company, Inc."
4309,"Pathways (The Kingdom Chronicles, #1)",Camille  Peters,3.72,725,female,,4,4,Rosewood Publications
4310,"The Calling (Seer, #2)",Rachelle Dekker,4.11,903,female,,7,7,Tyndale House Publisher
4311,The Ghosts of Kerfol,Deborah Noyes,3.31,296,female,,10,23,Candlewick Press
4312,"Magic Strikes (Kate Daniels, #3)",Ilona Andrews,4.44,68354,female,,10,84,Ace
4313,"My Life as a Book (My Life, #1)",Janet Tashjian,3.83,4330,female,"East Providence, RI",10,28,Henry Holt and Co. (BYR)
4314,The Immortal,Christopher Pike,3.78,2355,male,New York,10,155,Hodder & Stoughton
4315,"The Cosmic Logos (Celestial Triad, #3)",Traci Harding,4.01,750,female,Carlingford New South Wales,10,28,
4316,Light In August,William Faulkner,3.94,51197,male,"New Albany, Mississippi",10,467,
4317,"Black Hole Sun (Hell's Cross, #1)",David Macinnis Gill,3.53,1864,male,"American Falls, Idaho",10,22,Greenwillow Books
4318,"Sins of the Son (Grigori Legacy, #2)",Linda Poitevin,3.95,465,female,,10,13,Ace
4319,Tornado Days,Christine Todd,4.9,10,female,County Durham,2,2,Red Anemone Books Inc.
4320,The Secret Price of History,Gayle Ridinger,4.64,11,female,"Boonton, New Jersey",7,7,Dante University of America Press
4321,Gateway To Heaven,Beth Kery,3.68,1758,female,,10,140,
4322,Switched (Trylle #1),Amanda Hocking,3.88,87425,female,"Austin, Minnesota",10,60,St. Martin's Griffin
4323,The Blood Tie (Dardian Dreshaj #2),Shelley Young,4.52,23,,"Santa Monica, CA",10,24,Createspace Independent Publishing Platform
4324,Presumption of Innocence (David Brunelle Legal Thriller #1),Stephen Penner,4,1026,male,,10,38,Ring of Fire Publishing
4325,"Nightshade (Nightshade, #1; Nightshade World, #4)",Andrea Cremer,4.03,77039,female,,10,22,Philomel
4326,The Secrets of Casanova,Greg Michaels,3.38,48,male,,2,2,Booktrope Publishing
4327,"The Lady in Gold: The Extraordinary Tale of Gustav Klimt's Masterpiece, Portrait of Adele Bloch-Bauer",Anne-Marie  O'Connor,3.96,7391,female,"Madison, Wisconsin",1,1,Knopf
4328,"Rome (Marked Men, #3)",Jay Crownover,4.21,30678,female,,10,75,William Morrow Paperbacks
4329,The End Games,T. Michael Martin,3.51,3149,male,,2,2,HarperCollins
4330,Miracle on Regent Street,Ali Harris,3.8,2008,female,,8,8,Simon & Schuster Ltd
4331,"The Runestone Incident (The Incident Series, #2)",Neve Maslakovic,3.72,239,,,5,5,
4332,Rock-A-Bye Baby (The Sand Maiden #1),L.R.W. Lee,3.78,159,female,,10,21,Woodgate Publishing
4333,"Ich, Adrian Mayfield (Adrian Mayfield, #1)",Floortje Zwigtman,4.25,992,female,Terneuzen,10,17,Gerstenberg Verlag
4334,"Midnight in Austenland (Austenland, #2)",Shannon Hale,3.51,16886,female,"Salt Lake City, Utah",10,71,Bloomsbury USA
4335,"Thirty and a Half Excuses (Rose Gardner Mystery, #3)",Denise Grover Swank,4.34,7056,female,Kansas City,10,98,Createspace
4336,24 Hours,Greg Iles,4,10190,male,Stuttgart,10,71,Coronet Books (GB)
4337,Roses,Leila Meacham,4.04,14348,female,,10,15,Grand Central Publishing
4338,Graphic the Valley,Peter Brown Hoffmeister,4.11,167,male,,8,8,Gallery Books
4339,HALINE,Sundeep Ahuja,3.79,53,male,,1,1,Forward Press Books
4340,"Blood Rights (House of Comarré, #1)",Kristen Painter,3.74,6123,female,,10,108,Orbit
4341,Century,Sarah Singleton,3.69,889,female,Thornbury,10,25,Pocket Books
4342,"Pewter Angels (The Angelic Letters, #1)",Henry K. Ripplinger,3.8,387,male,"Lumsden, Canada",10,11,Christian Small Publishers Association
4343,"Sugar (Sugar Lacey, #1)",Bernice L. McFadden,4.29,5348,female,Brooklyn,10,15,Plume
4344,Misborn of the Snowy Reaches (Sirenhawk Book 1),L.E. Parr,5,3,female,,10,10,
4345,"The Last Necromancer (The Ministry of Curiosities, #1)",C.J. Archer,3.83,7236,female,,10,67,C.J. Archer
4346,Vamped,David Sosnowski,3.92,1213,male,"Taylor, Michigan",5,5,Gallery Books
4347,"7th Son: Deceit (7th Son, #2)",J.C. Hutchins,4.25,1066,male,,10,18,Podiobooks.com
4348,The Dreaming Jewels,Theodore Sturgeon,3.93,2429,male,"Staten Island, New York",10,545,Gollancz
4349,Xenos (Eisenhorn #1),Dan Abnett,4.18,3567,male,,10,1591,Games Workshop(uk)
4350,"Dragonwatch (Dragonwatch, #1)",Brandon Mull,4.33,8503,male,,10,56,Shadow Mountain
4351,"Magic in the Blood (Allie Beckstrom, #2)",Devon Monk,3.96,7182,female,,10,59,Ace
4352,"Praise Her, Praise Diana",Anne Rothman-Hicks,3.95,44,,,10,17,"Melange Books, LLC"
4353,Rose Daughter,Robin McKinley,3.77,18435,female,"Warren, Ohio",10,37,Ace
4354,Women of the Round Table,Phibby Venable,4.86,7,female,"Denton, North Carolina",10,12,All Things That Matter Press
4355,"The Gathering Storm (Zion Diaries, #1)",Bodie Thoene,4.1,724,female,,10,131,Summerside Press
4356,Tully,Paullina Simons,3.89,9484,female,Leningrad,10,30,Harper
4357,Luna's Heart (A Nymph's Heart #1),Christine Woo,3.61,23,female,,3,3,
4358,"A Bride for Donnigan (Women of the West, #7)",Janette Oke,3.96,3797,female,"Champion, Alberta",10,139,Bethany House Publishers
4359,"Dayhunter (Dark Days, #2)",Jocelynn Drake,3.91,5258,female,,10,58,Harper Voyager
4360,Coyote In A Graveyard: The 1984 Screenplay,The Hippy Coyote,5,1,,,10,22,Smashwords Edition
4361,"The Revenge of the Shadow King (Grey Griffins, #1)",Derek Benz,3.9,4901,male,,9,9,Orchard Books
4362,"Twisted (Lost in Oblivion, #2)",Cari Quinn,4.15,1320,female,,10,123,Rainbow Rage Publishing
4363,My Fair Impostor (Paranormal Misfits Book 3),C.J. Anaya,4.35,167,female,,10,23,
4364,A Woman's Place,Lynn Austin,4.17,4506,female,,10,37,Bethany House Publishers
4365,After the Gazebo,Jen Knox,4.5,38,female,,10,16,Rain Mountain Press
4366,"Eagle Strike (Alex Rider, #4)",Anthony Horowitz,4.12,44321,,"Stanmore, Middlesex",10,184,Speak
4367,October Snow,Jenna Brooks,3.88,355,female,,9,9,CreateSpace
4368,Sway,Zachary Lazar,3.21,632,,,10,11,"Little, Brown and Company"
4369,Corcitura,Melika Dannese Hick,3.67,39,female,,3,3,"Books In My Belfry, LLC"
4370,"The Summoning (Darkest Powers, #1)",Kelley Armstrong,4.03,149465,female,,10,236,HarperCollins
4371,Shalimar,Rebecca Ryman,3.82,223,female,,4,4,
4372,"The Revenge of Seven (Lorien Legacies, #5)",Pittacus Lore,4.28,38924,,,10,64,HarperCollins
4373,"Assassin's Run (Michael Prentiss Stories, #1)",Andrew French,4.08,52,,,10,31,Smashwords
4374,The 231 Club: My Ten Year Journey From Therapist to CIA Courier and Sanctioned Kills - A True Story,J. Bartell,4.07,103,,Los Angeles,1,1,Bijou Entertainment
4375,Bad Things,Tamara Thorne,4.11,307,female,,10,51,Pinnacle Books
4376,"The Inquisitor's Tale: Or, the Three Magical Children and Their Holy Dog",Adam Gidwitz,4.13,8326,male,San Francisco,10,18,Dutton Books for Young Readers
4377,The Radium Girls: The Dark Story of America's Shining Women,Kate  Moore,4.16,60476,female,,4,4,Sourcebooks
4378,"Tiger's Quest (The Tiger Saga, #2)",Colleen Houck,4.33,35422,female,"Tucson, AZ",10,17,Sterling Publishing
4379,Zoe's Quest (Free Spirits # 6),Rikki de la Vega,4.83,6,female-leaning ambigender,,10,10,
4380,"The Emerald Atlas (The Books of Beginning, #1)",John  Stephens,3.93,19364,male,,10,10,Alfred A. Knopf
4381,Pan's Whisper,Sue Lawson,3.82,459,female,,10,21,Walker Books
4382,"Amos y mazmorras: Segunda parte (Amos y mazmorras, #2)",Lena Valenti,4.23,2178,female,"Badalona, Barcelona (Cataluña)",10,61,Editorial Vanir
4383,"Ride (The Wild Sequence, 1)",Harper Dallas,4.3,3672,female,,2,2,
4384,The Blood of Emmett Till,Timothy B. Tyson,4.25,5234,male,,9,8,Simon & Schuster
4385,A Rainy Night in G minor (Songdog Book 1),Peg Lewis,4.5,4,female,,7,7,
4386,Fantasy Time Inc.,Sherri Rabinowitz,3.8,10,female,,6,6,Outskirts Press
4387,Brødrene på Yarlech Castle,Knud H. Thomsen,3.93,14,,,10,15,Gyldendal
4388,"Feed the Flames (Steel & Stone, #3.5)",Annette Marie,4.18,2076,female,,10,33,
4389,Fourth of July Creek,Smith Henderson,3.83,13549,male,Montana,6,6,Ecco
4390,"Rainbow Six (John Clark, #2; Jack Ryan Universe, #10)",Tom Clancy,4.09,45582,male,"Baltimore County, Maryland",10,288,Berkley Books
4391,"Luna of Mine (The Grey Wolves, #8)",Quinn Loftis,4.55,3993,female,,10,42,
4392,Wicked City,Ace Atkins,3.61,513,male,,10,42,Putnam Adult
4393,That Night,Chevy Stevens,3.96,18038,,,8,8,Blackstone Audio
4394,The Rising (The Rising #1),Brian Keene,3.79,9001,,,10,238,Leisure Books
4395,Arsen: A Broken Love Story,Mia Asher,4.17,15470,female,,9,9,
4396,By Force of Instinct: A Pride & Prejudice Variation,Abigail Reynolds,3.83,1528,female,,10,32,
4397,"I'm So Sure (The Charmed Life, #2)",Jenny B. Jones,4.32,2310,female,,10,22,Thomas Nelson
4398,"Seithe (Pravus, #1)",Poppet,3.69,492,female,,10,85,
4399,"Yotsuba&!, Vol. 1 (Yotsuba&! #1)",Kiyohiko Azuma,4.32,16388,male,"Takasago, Hyōgo Prefecture",10,34,ADV Manga
4400,Beautiful Liar (A Sisterly Relations Novel Book 1),J. Jakee,4.8,5,,,3,3,
4401,A Grown-Up Kind of Pretty,Joshilyn Jackson,3.93,18358,female,,10,18,Grand Central Publishing
4402,"Inborn (The Sagas of Di'Ghon, #1)",John LeViness,3.66,132,male,,2,2,Cerulean Winds Publishing
4403,"Messenger (The Giver, #3)",Lois Lowry,3.91,106158,female,"Oahu, Hawaii",10,93,Ember
4404,The Vampire Stalker,Allison van Diepen,4.04,6460,female,,10,10,Point
4405,Catch My Breath,M.J. O'Shea,3.98,1579,female,"Tacoma, WA",10,60,Dreamspinner Press
4406,"Spurn (Walker Saga, #2)",Jaymin Eve,4.32,4180,female,,10,57,
4407,"Accendo (The Light-Bearer, #3)",Emily Guido,4.72,32,female,"Evansville, Indiana",7,7,"PDMI Publishing, LLC"
4408,Airman,Eoin Colfer,4.14,18304,male,Wexford,10,157,Puffin
4409,Exit Here.,Jason Myers,3.92,4564,male,"Dysart, Iowa",10,21,Simon Pulse
4410,The Dead Lands,Dylan J. Morgan,4.21,43,male,Christchurch,10,16,DJM Entertainment
4411,Fray,Joss Whedon,4.07,11514,male,"New York, New York",10,630,Dark Horse Books
4412,"Just One Night (Just One Day, #2.5)",Gayle Forman,4.1,21163,female,,10,27,Viking Children’s Books
4413,"The Dragon of Trelian (Trelian, #1)",Michelle Knudsen,4.02,1813,female,,10,49,Candlewick Press
4414,"Claimed (Sacrifice, #3)",Alisonswan,4.6,15,female,,3,3,
4415,مادام کاملیا,Alexandre Dumas fils,3.99,30391,male,Paris,10,118,دنیای نو
4416,"Cherokee Thunder (Conard County, #2)",Rachel Lee,4.06,131,female,,10,248,Silhouette
4417,Despite Savagery,Keith Hebner,4,2,male,"Athens, Ohio",6,6,Sirene Entertainment
4418,How It Ends,Laura Wiess,4.14,2089,female,,5,5,MTV Books
4419,The Flower Reader,Elizabeth Loupas,3.84,975,female,,5,5,NAL
4420,"Il bacio della morte (La casa dei demoni, #1)",Marta Palazzesi,3.55,247,female,,6,6,Giunti
4421,The Ruins of Gorlan / The Burning Bridge / The Icebound Land (Ranger's Apprentice #1-3),John Flanagan,4.49,10290,male,Sydney,10,80,Puffin
4422,Akiko on the Planet Smoo,Mark Crilley,4,409,male,"Michigan, Indiana",10,54,Yearling
4423,"Leven Thumps and the Whispered Secret (Leven Thumps, #2)",Obert Skye,3.91,14567,male,,10,33,Shadow Mountain
4424,"Vicious Circle (Felix Castor, #2)",Mike Carey,3.97,8066,,Liverpool,10,771,Orbit
4425,NOS4A2,Joe Hill,4.07,91866,male,"Bangor, Maine",10,304,William Morrow
4426,"Bad Monkey (Andrew Yancy, #1)",Carl Hiaasen,3.69,36428,male,"Miami, Florida",10,65,Knopf
4427,Agnes Grey,Anne Brontë,3.69,48250,female,"Thornton, Yorkshire",10,234,Penguin Books
4428,The Winter Siege,Ariana Franklin,3.9,2950,female,Devon,9,9,Bantam
4429,A Conspiracy of Alchemists,Liesel Schwarz,3.43,1788,female,,7,7,Del Rey
4430,"Ritual (Vampire Beach, #3)",Alex Duval,3.8,1734,,,10,14,Simon Pulse
4431,The Midwife's Confession,Diane Chamberlain,4.06,34144,female,,10,46,Mira
4432,Wanderlove,Kirsten Hubbard,3.9,8638,female,,6,6,Delacorte Books for Young Readers
4433,"Win Some, Lose Some",Shay Savage,4.38,1887,female,"Wichita, KS",10,43,"Shay Savage, LLC"
4434,"Finding Salvation (The Finding Series, #1)",Elizabeth   Hayes,4.08,38,female,Davenport,10,16,Createspace Independent Publishing Platform
4435,Di undici foglie,Dino Olivieri,4.17,46,male,Torino,1,1,Independently published
4436,"The Visitor (The English Garden, #3)",Lori Wick,3.99,3538,female,"Santa Rosa, CA",10,62,
4437,Rogue Patriot,Mike Trial,5,1,male,"Kansas City, Missouri",8,8,Compass Flower Press
4438,I Call Myself Earth Girl,Jan Krause Greene,4.23,65,,"Washington, DC.",2,2,Soul Rocks Books
4439,The Gomorrah Principle,Rick DeStefanis,4.47,187,male,Memphis,8,8,Createspace Independent Publishing Platform
4440,"Thankless in Death (In Death, #37)",J.D. Robb,4.32,19266,,"Silver Spring, Maryland",10,145,Putnam Adult
4441,Girl in Hyacinth Blue,Susan Vreeland,3.73,36906,female,"Racine, WI",10,12,Penguin Books
4442,"Christmas Eve at Friday Harbor (Friday Harbor, #1)",Lisa Kleypas,3.75,17255,female,Texas,10,78,St. Martin's Press
4443,Katherine,Anya Seton,4.19,28158,female,"New York, New York",10,21,Chicago Review Press
4444,"Soulbound (Return of the Elves, #1)",Bethany Adams,3.87,4367,female,,10,12,
4445,Through Black Spruce,Joseph Boyden,4.12,13238,male,,10,20,Viking Books
4446,Unbalanced,Courtney Shepard,4.15,54,female,Vancouver,2,2,Champagne Books
4447,Gideon Biddle: Shadowwalk,Katherine  Wood,4.35,20,female,,3,3,
4448,"Ex-Heroes (Ex-Heroes, #1)",Peter Clines,3.86,14556,,,10,30,"Broadway Books, an imprint of Crown Publishing Group"
4449,"Dangerous Submission (Dangerous Affairs, #2)",Lori Toland,3.73,126,female,,10,19,"Loose Id, LLC"
4450,"Game Winner (The Penalty Kill Trilogy, #3)",Lindsay Paige,4.18,319,female,,10,49,Lindsay Paige and Mary Smith
4451,"Brutal Precious (Lovely Vicious, #3)",Sara Wolf,4.16,8455,female,,10,19,
4452,Fortune's Magic Farm,Suzanne Selfors,4.13,770,female,,10,47,"Little, Brown Books for Young Readers"
4453,"Deliberate Deception (The Alex Porter Trilogy, Book 2)",Joe Porrazzo,4.36,14,male,,3,3,
4454,"Just Like Heaven (Smythe-Smith Quartet, #1)",Julia Quinn,3.94,32414,female,"New York City, NY",10,57,Avon Harper Collins
4455,OrbSoul (Enchantment's Reach #6),Martin Ash,4.1,10,male,,10,12,Outside Publishing
4456,Foundation's Edge (Foundation #4),Isaac Asimov,4.12,64797,male,Petrovichi,10,2765,Bantam/Spectra
4457,Patience,Daniel Clowes,3.87,8238,male,"Chicago, Illinois",10,71,Fantagraphics
4458,"The Midnight House (John Wells, #4)",Alex Berenson,4.04,8739,,,10,18,G.P. Putnam's Sons
4459,A Boy and His Dragon,Michael J.  Bowler,4.18,11,male,San Francisco,10,11,Michael Bowler
4460,"Mirror Worlds (Mirror World, #1)",Simon Beecher,3.44,9,,,8,8,Simon Beecher
4461,"Kinderen van Moeder Aarde (De Toekomsttrilogie, #1)",Thea Beckman,4.21,3261,female,Rotterdam,10,34,Lemniscaat
4462,Dollbaby,Laura Lane McNeal,3.87,11703,female,New Orleans,1,1,Pamela Dorman Books
4463,"Tremor (Pulse, #2)",Patrick Carman,3.93,1598,male,"Salem, Oregon",10,66,Katherine Tegen Books
4464,Engaged to Kill,Geoff Loftus,5,2,male,,9,9,Saugatuck Books
4465,"Dragon Captives (The Unwanteds Quests, #1)",Lisa McMann,4.27,1818,female,"Holland, Michigan",10,44,Aladdin
4466,"Sohn der Dunkelheit (Black Dagger Brotherhood, #22)",J.R. Ward,4.45,219,,,10,122,Heyne Verlag
4467,"The Warrior's Apprentice (Vorkosigan Saga, #2)",Lois McMaster Bujold,4.29,21887,female,"Columbus, Ohio",10,123,Earthlight
4468,A Delusion of Satan: The Full Story of the Salem Witch Trials,Frances Hill,3.72,1120,,,10,17,Da Capo Press
4469,"Dark Promise (Between Worlds, #1)",Julia Crane,4.02,2160,female,Portsmouth,10,61,"Valknut Press, LLC"
4470,What Have We Done?,Zoe Moor,0,0,,,3,3,Zoe Moor
4471,"CryoBurn (Vorkosigan Saga, #14)",Lois McMaster Bujold,4.07,12366,female,"Columbus, Ohio",10,123,Baen
4472,Hull Zero Three,Greg Bear,3.38,4922,male,"San Diego, California",10,188,Brilliance Audio
4473,The Harvest,Liz Steele,3.5,8,female,,6,6,
4474,"The Wanderer (Rider, #1)",Shawn Kirsten Maravel,4.11,62,,,5,5,CreateSpace
4475,Morium (Morium Trilogy #1),S.J. Hermann,4.55,82,male,,10,19,"Amazon Digital Services, Inc."
4476,"The Last Boyfriend (Forever Love, #1)",J.S. Cooper,3.56,13427,female,,10,121,J. S. Cooper
4477,Croissants and Jam,Lynda Renham,4.07,698,female,,10,26,Raucous publishing
4478,"Darkness Eternal (Young Adult Alien Huntress, #1-2)",Gena Showalter,4.44,227,female,Florida,10,203,MTV Books
4479,"Die Besessenen (Armageddon-Zyklus, #5)",Peter F. Hamilton,4.33,2646,male,"Rutland, England",10,130,Lübbe
4480,Breaking Gravity,Mitty Walters,3.99,1407,,Atlanta,2,2,"Mobetter Productions, Inc."
4481,Race Car Driver Rain Team,Dionne L. Fields,5,1,female,"Atlanta,Georgia",10,114,Createspace Independent Publishing Platform
4482,"The Key to Rondo (Rondo, #1)",Emily Rodda,3.81,4841,female,Sydney,10,159,Scholastic Press
4483,"The Frog Prince, Continued",Jon Scieszka,4.17,5190,male,"Flint, Michigan",10,163,Puffin
4484,313,Amr Algendy - عمرو الجندي,3.03,4626,male,,10,10,الدار المصرية اللبنانية
4485,"Fall with Me (Wait for You, #4)",Jennifer L. Armentrout,4.07,18435,female,Martinsburg,10,94,Avon
4486,Imminent Danger: And How to Fly Straight Into It,Michelle Proulx,3.94,236,female,,6,6,iUniverse
4487,"Solomon vs. Lord (Solomon vs. Lord, #1)",Paul Levine,4.11,2963,male,"Picture Rocks, PA",10,55,
4488,Through These Veins,Anne Marie Ruff,4.17,47,female,,2,2,
4489,Devotion to the Divine Heart of God the Father,Apostolate of the Divine Heart,4.62,8,,,10,13,Apostolate of the Divine Heart
4490,"Seductive Shithead (Shithead, #1)",Lucrezia De Los Angeles,5,2,,,1,1,
4491,"Well of Darkness (Sovereign Stone, #1)",Margaret Weis,3.67,2407,female,"Independence, Missouri",10,350,
4492,Fever Hill (Daughters of Eden Trilogy #2),Michelle Paver,3.93,149,female,,10,40,Corgi Books
4493,"A Train Through Time (Train Through Time, #1)",Bess McBride,3.79,761,female,,10,49,
4494,"Broken (Rafferty, #2)",Shiloh Walker,4.01,1752,female,,10,190,Berkley Books
4495,Here's to Falling,Christine Zolendz,4.19,3638,female,New York,10,35,CreateSpace Independent Publishing Platform
4496,Ligações Arriscadas,Sandra Brown,3.94,22024,female,"Waco, TX",10,160,Quinta Essência
4497,Miguel Street,V.S. Naipaul,3.94,3425,male,Chaguanas,10,100,Vintage
4498,Diary of a Vampire Stripper,Cinsearae S.,3.77,35,female,,10,60,CreateSpace
4499,The Lost Summer of Louisa May Alcott,Kelly O'Connor McNees,3.67,3899,female,,6,6,
4500,"Reliquary (Pendergast, #2)",Douglas Preston,4.01,37395,male,"Cambridge, Massachusetts",10,102,Tor Books
4501,The Story of Tom Brennan,J.C. Burke,3.19,1044,female,sydney,10,11,Random House (Australia)
4502,Tainted Souls,Steven J. Wangsness,3.98,105,,,1,1,Ploughshare Point
4503,The Ripple in Space-Time,S.F. Chapman,3.61,57,male,,6,6,Striped Cat Press
4504,What Do People Do All Day?,Richard Scarry,4.25,11760,,"Boston, MA",10,715,Random House Books for Young Readers
4505,"Wit'ch War (The Banned and the Banished, #3)",James Clemens,4.13,3783,male,Illinois,10,12,Del Rey Books
4506,Crossing Oceans,Gina Holmes,3.95,3079,female,,4,4,Tyndale House Publishers
4507,"Scandalous Ever After (Romance of the Turf, #2)",Theresa Romain,3.41,301,female,,10,29,Sourcebooks Casablanca
4508,"The Silver Siren (Iron Butterfly, #3)",Chanda Hahn,4.4,4592,female,"Seattle, WA",10,24,Smashwords Edition
4509,Gaal the Conqueror (Archives of Anthropos #2),John  White,3.95,552,male,"Liverpool, England",10,41,InterVarsity Press
4510,"Thirty-One and a Half Regrets (Rose Gardner Mystery, #4)",Denise Grover Swank,4.42,6326,female,Kansas City,10,98,
4511,"The House on Tradd Street (Tradd Street, #1)",Karen   White,3.99,18431,female,"Tulsa, OK",10,29,Berkley Books
4512,"The Secret Servant (Gabriel Allon, #7)",Daniel Silva,4.27,21338,,Michigan,10,46,
4513,For the Color of His Skin: The Murder of Yusuf Hawkins and the Trial of Bensonhurst,John Desantis,3.5,12,male,,4,4,Pharos Books
4514,"Space Tripping With the Shredded Orphans (Shredded Orphans, #1)",Sonya Rhen,4.38,13,female,,7,7,Create Space
4515,"The Body Finder (The Body Finder, #1)",Kimberly Derting,3.96,48159,female,,10,21,Harper
4516,"To Journey in the Year of the Tiger (Upper Kingdom, #1)",H. Leighton Dickson,3.98,365,female,Fort William,10,14,Penny Dreadful Press
4517,"The Council of Mirrors (The Sisters Grimm, #9)",Michael Buckley,4.38,10747,male,"Akron, Ohio",10,69,Harry N. Abrams
4518,"Dark Blue: Color Me Lonely (TrueColors, #1)",Melody Carlson,3.68,2305,female,,10,335,Th1nk Books
4519,The Donkey Show,Michael Patrick Welch,3.75,28,,,6,6,
4520,"Crais (Walker Saga, #3)",Jaymin Eve,4.34,3484,female,,10,57,Createspace Independent Publishing Platform
4521,"Four Days (Seven, #4; Mageriverse #10)",Dannika Dark,4.38,7642,female,,10,34,
4522,Awkward Bitch: My Life with MS,Marlo Donato Parmelee,4.18,541,,,1,1,Authorhouse
4523,"Cold-Hearted Rake (The Ravenels, #1)",Lisa Kleypas,3.82,22462,female,Texas,10,78,
4524,Coin Locker Babies,Ryū Murakami,3.68,7341,male,"Sasebo, Nagasaki",10,122,Kodansha
4525,The Memory Tree,John R. Little,4.23,151,male,,10,42,Cemetery Dance Publications
4526,"Spellbound in His Arms (The Greek Isles Series, #1)",Angel Sefer,3.9,345,female,Athens,10,19,Panagiota Kalofolia
4527,Crystal Lake Forest,Patricia Anna Malemes,4.33,3,,,1,1,
4528,Beneath the Silence,Charlene Carr,4.43,56,female,,10,17,Coastal Lines
4529,A Door Into Ocean,Joan Slonczewski,3.96,2038,,"Hyde Park, New York",10,25,Orb Books
4530,48,James Herbert,3.75,2945,male,"London, England",10,54,Presses de la Cité
4531,"Rumors (Luxe, #2)",Anna Godbersen,3.86,36584,female,"Berkeley, California",10,14,
4532,"Beautiful Sacrifice (The Maddox Brothers, #3)",Jamie McGuire,4.09,27160,female,"Tulsa, Oklahoma",10,54,"Amazon Digital Services, Inc."
4533,Miss Cayley's Adventures,Grant Allen,3.71,202,male,"Kingston, Canada West",10,343,Valancourt Books
4534,"Patient Zero (Joe Ledger, #1)",Jonathan Maberry,3.98,25676,male,Philadelphia,10,354,St. Martin's Griffin
